ID,Nom,Categorie,Unite de matrice,"energie, calories (kcal)","Lipides, totaux (g)","Acides gras, satures (g)","Acides gras, mono-insatures (g)","Acides gras, poly-insatures (g)",Cholesterol (mg),"Glucides, disponibles (g)",Sucres (g),Amidon (g),Fibres alimentaires (g),Proteines (g),Sel (NaCl) (g),Alcool (g),Eau (g),"Activite de vitamine A, RE (µg-RE)","Activite de vitamine A, RAE (µg-RE)",Retinol (µg),Activite de betacarotene (µg-BCE),Betacarotene (µg),Vitamine B1 (thiamine) (mg),Vitamine B2 (riboflavine) (mg),Vitamine B6 (pyridoxine) (mg),Vitamine B12 (cobalamine) (µg),Niacine (mg),Folate (µg),Acide pantothenique (mg),Vitamine C (acide ascorbique) (mg),Vitamine D (calciferol) (µg),Activite de vitamine E (mg-ATE),Potassium (K) (mg),Sodium (Na) (mg),Chlore (Cl) (mg),Calcium (Ca) (mg),Magnesium (Mg) (mg),Phosphore (P) (mg),Fer (Fe) (mg),Iode (I) (µg),Zinc (Zn)  (mg),Selenium (Se) (µg)
1496,"Crepe fine au lard, preparee",Plats/Autres plats sales/epices,par 100 g de portion comestible,253,"16,3","7,4","5,6","1,4",137,15,"2,4","12,5","0,6","11,3","0,9",0,57,88,87,85,21,21,"0,21","0,22","0,11","0,51","1,09","18,7","0,91","5,8","0,8","0,57",210,370,560,74,18,160,"0,9",16,"1,2","9,6"
1488,"Crepe fine au sucre et cannelle, preparee",Plats/Autres plats sucres,par 100 g de portion comestible,254,"11,5","5,7","3,1","1,1",141,29,"14,9",14,"0,7","8,3","0,3",0,"50,7",97,95,93,23,23,"0,08","0,21","0,07","0,49","0,22","20,3","0,87","0,5","0,7","0,56",170,140,220,83,16,140,1,18,"0,8",8
1491,"Crepe fine aux champignons, preparee",Plats/Autres plats sales/epices,par 100 g de portion comestible,139,"8,9","4,8","2,2","0,7",68,"7,9","1,8","5,7","1,6","5,9","0,4",0,"76,4",83,79,74,55,55,"0,09","0,37","0,09","0,21","2,57","22,5","1,63","2,7","1,6","0,37",320,140,260,45,15,130,"1,1",20,"0,7",n.i.
1493,"Crepe fine aux legumes, preparee",Plats/Autres plats sales/epices,par 100 g de portion comestible,165,"9,3",4,"3,1","0,9",95,"13,6",4,"9,4","1,6",6,"0,2",0,"69,7",209,136,63,878,878,"0,08","0,16","0,15","0,33","0,45","30,5","0,66","28,5","0,5","0,78",200,98,160,64,16,110,"0,9",14,"0,7",n.i.
1487,"Crepe fine nature, preparee",Plats/Autres plats sales/epices,par 100 g de portion comestible,234,"13,2","6,6","3,6","1,2",161,19,"2,9","15,9","0,7","9,4","0,4",0,"57,8",111,109,107,27,27,"0,09","0,24","0,08","0,56","0,25","23,1","0,99","0,6","0,8","0,64",190,160,250,92,18,160,1,21,1,"9,1"
1522,"Crepe nature, preparee",Plats/Autres plats sales/epices,par 100 g de portion comestible,165,"5,6","2,3","1,7","0,8",112,"20,4","1,4","18,8","0,9","7,6","0,8",0,"65,7",56,55,54,7,7,"0,07","0,14","0,04","0,4","0,21","16,9","0,7","0,3","0,5","0,45",130,330,500,50,10,99,"0,7",14,"0,6",7
371,"Cresson, cru",Legumes/Legumes frais,par 100 g de portion comestible,17,"0,2","0,1",0,"0,1",0,"0,3","0,3",0,"2,6","2,2","0,1",0,"93,5",444,222,0,2665,2665,"0,09","0,12","0,18",0,"0,4",214,"0,17","38,1",0,"1,2",300,42,110,160,20,53,"1,3",2,"0,2",n.i.
766,"Crevette, crue",Poisson/Fruits de mer et crustaces,par 100 g de portion comestible,56,"0,6","0,1","0,1","0,2",150,"1,2",tr.,0,0,"11,4","0,5",0,"85,5",2,2,2,0,0,"0,14","0,09","0,08",tr.,2,14,tr.,1,tr.,"0,82",210,190,tr.,30,tr.,210,"0,3",91,"0,8",n.i.
1497,"Crevette, cuite",Poisson/Fruits de mer et crustaces,par 100 g de portion comestible,46,"0,5","0,1","0,1","0,2",158,"1,3",0,0,0,9,"0,4",0,"89,2",2,2,2,0,0,"0,11","0,07","0,06",0,"1,47","10,3",0,"0,8",0,"0,78",170,170,0,32,0,180,"0,3",86,"0,8",n.i.
10406,Croissant (moyenne),"Pains, flocons et cereales pour le petit-dejeuner/Pains et produits de boulangerie",par 100 g de portion comestible,400,22,"12,8","5,1","1,4",70,"41,1","2,7",38,"3,4","7,8","1,2",0,"26,4",189,182,176,81,81,"0,12","0,1","0,11","0,07","0,75","21,9","0,36","0,1","0,4","0,6",160,460,730,33,24,110,1,"2,8",1,"2,9"
836,"Croissant au beurre, a la farine blanche","Pains, flocons et cereales pour le petit-dejeuner/Pains et produits de boulangerie",par 100 g de portion comestible,432,"24,2","14,2","5,7","1,5",77,"43,5","3,3","39,8","2,6","8,7","1,2",0,"21,6",209,201,194,89,89,"0,12","0,11","0,11","0,1","0,7","21,5","0,38","0,3","0,5","0,61",170,490,770,52,25,120,1,"3,1","0,9","3,6"
834,"Croissant au beurre, complet","Pains, flocons et cereales pour le petit-dejeuner/Pains et produits de boulangerie",par 100 g de portion comestible,368,"19,7","11,5","4,6","1,3",63,"38,7","2,2","36,2","4,2","6,8","1,1",0,"31,1",169,163,157,72,72,"0,12","0,09","0,1","0,04","0,8","22,4","0,34",0,"0,4","0,59",160,440,690,15,24,110,1,"2,5",1,"2,2"
13446,Croissant au jambon,Snacks sales/Produits en pâte feuilletee;Plats/Autres plats sales/epices,par 100 g de portion comestible,332,"20,1","6,3","8,7","3,4",43,26,"0,7",25,"1,4","11,2","1,4",0,"41,7",217,199,182,210,210,"0,23","0,1","0,1","0,14","1,87","9,8","0,43","20,2","1,2","4,44",210,580,890,26,16,130,"0,7","5,4","0,9",n.i.
914,"Croissant aux noisette, pâte levee",Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,318,"12,6","3,3","6,8","1,4",39,"41,9","18,4","22,6","2,7","7,7","0,7",0,"35,7",47,45,44,18,18,"0,21","0,14","0,13","0,1","1,09","37,5","0,49","0,3","0,2","2,98",210,280,440,51,34,120,"1,1","4,2","0,9","0,1"
913,"Croissant aux noisettes, pâte feuilletee",Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,419,"26,9","9,9","12,4","2,1",72,"36,2","15,8","19,2","2,7","6,8","0,5",0,"28,1",148,142,137,61,61,"0,13","0,04","0,14","0,08","0,46","18,1","0,49","0,4","0,4","3,86",190,210,340,43,40,110,"1,3","4,5",1,"0,8"
835,Croissant de Sils (avec sel iode),"Pains, flocons et cereales pour le petit-dejeuner/Pains et produits de boulangerie",par 100 g de portion comestible,423,25,"14,7","5,8","1,5",76,"39,4","1,3","37,6","1,9","9,1","4,1",0,"25,1",194,190,186,49,49,"0,11","0,09","0,05","0,07","0,6",20,"0,35",0,"0,4","0,55",140,1630,2510,35,11,68,"0,4",100,"0,5","1,9"
14056,Croque Monsieur,Plats/Sandwich,par 100 g de portion comestible,294,"14,1","5,3","4,7","2,9",40,"24,7","1,7","22,7","1,4","16,5","2,3",0,"43,5",80,77,74,35,35,"0,3","0,18","0,15","0,39","2,2","13,9","0,5","16,4","0,2","2,15",260,930,1130,190,30,360,"0,7",14,"1,9",10
1601,"Croute au fromage, preparee",Plats/Autres plats sales/epices,par 100 g de portion comestible,272,"12,1","6,8","2,9",1,73,26,1,"24,7","2,3","13,8","1,4",0,"46,2",105,101,98,42,42,"0,11","0,18","0,07","0,57","0,67",12,"0,5","0,1","0,4","0,49",150,560,940,310,34,290,"1,2",16,"1,9",n.i.
1099,"Crustaces (moyenne), crus",Poisson/Fruits de mer et crustaces,par 100 g de portion comestible,75,1,"0,1","0,2","0,3",123,1,0,"0,4",0,"15,5","0,7",0,"82,6",1,1,1,0,0,"0,14","0,05","0,15","0,45","3,84","15,5","0,75",2,0,"1,16",210,270,0,30,34,190,"1,2",170,"2,7",n.i.
384,"Datte, seche",Fruits/Fruits secs,par 100 g de portion comestible,305,"0,5",tr.,tr.,tr.,0,69,69,0,"7,1","2,5",0,0,"17,5",3,2,0,20,20,"0,06","0,05","0,12",0,"1,35","19,7","0,68","0,5",0,"0,2",680,3,180,62,58,74,3,1,"0,3",n.i.
67,"Demi-creme, pasteurisee",Lait et produits laitiers/Creme et beurre;Graisses et huiles/Creme,par 100 g de portion comestible,274,"27,9","16,7","6,6","1,3",82,"3,3","3,3",0,0,"2,3","0,1",0,"65,8",290,281,272,110,110,"0,02","0,15","0,03","0,26","0,07","6,8","0,45","0,9","0,4","0,62",130,35,69,78,7,64,0,12,"0,2",n.i.
68,"Demi-creme, UHT",Lait et produits laitiers/Creme et beurre;Graisses et huiles/Creme,par 100 g de portion comestible,251,"25,1","15,1","5,9","1,2",71,"3,7","3,7",0,0,"2,5","0,1",0,"67,8",278,269,260,110,110,"0,02","0,13","0,02","0,26","0,07","2,7","0,45",0,"0,4","0,69",140,34,69,91,"8,6",74,0,12,"0,3",n.i.
575,Demie-creme acidule,Lait et produits laitiers/Creme et beurre;Graisses et huiles/Creme,par 100 g de portion comestible,173,"16,6","10,8","4,3","0,8",50,"3,2","3,2",0,0,"2,7","0,1",0,"77,3",207,198,189,105,105,"0,04","0,2","0,04","0,23","0,1",11,"0,29",tr.,"0,3","0,45",130,40,70,100,11,80,"0,1",11,"0,4",n.i.
713,"Dinde, poitrine, escalope ou emince, cru",Viande et abats/Volaille,par 100 g de portion comestible,108,"1,3","0,3","0,3","0,3",37,0,0,0,0,24,"0,2",0,"73,5",3,3,3,0,0,"0,12","0,1","0,4","0,57","9,19",8,"0,8",0,tr.,tr.,330,63,tr.,"7,9",32,210,"0,7","1,5","1,8","8,9"
13275,"Dinde, poitrine, escalope ou emince, grille (sans adjonction de graisse ni de sel)",Viande et abats/Volaille,par 100 g de portion comestible,139,"1,3","0,3","0,3","0,3",50,0,0,0,0,"31,8","0,2",0,"66,9",3,3,3,0,0,"0,11","0,13","0,3","0,5","9,93","5,4","0,86",0,0,0,400,72,0,11,35,240,"0,9",2,"2,4",12
798,"Double creme, pasteurisee",Lait et produits laitiers/Creme et beurre;Graisses et huiles/Creme,par 100 g de portion comestible,468,50,30,"11,7","2,3",147,"2,7","2,7",0,0,"1,9","0,1",0,"46,9",462,443,425,220,220,"0,02","0,19","0,01","0,6",0,7,"0,23",1,"0,3","1,64",65,22,36,49,5,52,"0,1",35,"0,2",n.i.
10535,Dulce de Leche,Sucreries/Confitures et produits a tartiner sucres,par 100 g de portion comestible,299,"7,3","4,4","1,7","0,3",28,"52,6","52,6",0,0,"5,7","0,2",0,"34,2",84,81,78,34,34,"0,03","0,37","0,04","0,27","0,19",5,"0,55","1,3","0,1","0,23",280,69,170,210,18,160,"0,1",17,"0,6","1,9"
520,Eau-de-vie de canne a sucre (p.ex. Rhum),Boissons alcoolisees/Spiritueux,par 100 ml,222,0,0,0,0,0,0,0,0,0,0,0,"31,7","63,2",0,0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,"1,9",1,0,0,0,"4,8","0,1",0,"0,1",n.i.
518,"Eau-de-vie de cereales, 40% vol (p.ex. Whisky)",Boissons alcoolisees/Spiritueux,par 100 ml,234,0,0,0,0,0,"0,1","0,1",0,0,0,0,"33,4","61,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,9",1,0,"1,9",1,"4,8",0,tr.,0,n.i.
644,Eau-de-vie de cerises (Kirsch),Boissons alcoolisees/Spiritueux,par 100 ml,233,0,0,0,0,0,0,0,0,0,0,0,"33,3","61,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,9",tr.,0,"1,9",0,0,0,0,0,n.i.
519,"Eau-de-vie de vin (p. ex. Cognac, brandy)",Boissons alcoolisees/Spiritueux,par 100 ml,228,0,0,0,0,0,"1,9","1,9",0,0,0,0,"31,4","61,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,9","1,9","2,9",0,1,0,0,0,0,n.i.
47,Eau potable (en moyenne en Suisse),Boissons sans alcool/Eau potable,par 100 ml,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,0,0,0,tr.
646,"Eaux-de-vie, 40 % vol (p.ex. Vodka, Gin)",Boissons alcoolisees/Spiritueux,par 100 ml,222,0,0,0,0,0,0,0,0,0,0,0,"31,7","63,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,8","2,9",0,0,0,"3,8",0,0,0,n.i.
856,"ecorce de citron confite, citronat",Sucreries/Autres sucreries,par 100 g de portion comestible,289,"0,4","0,1",0,"0,2",0,70,70,0,2,"0,4",0,0,"26,1",33,17,0,200,200,"0,02","0,03","0,06",0,"0,12",4,"0,1",4,0,0,50,2,1,40,5,4,"0,3","0,5","0,1",n.i.
13318,"Emince (moyenne de veau, boeuf, porc, volaille), grille (sans adjonction de graisse ni de sel)",Viande et abats,par 100 g de portion comestible,150,"3,8","1,2","1,5","0,5",81,"0,1",0,0,0,"28,9","0,2",0,"67,2",5,5,4,3,3,"0,33","0,18","0,49","0,84","6,75","4,9","0,94",0,"0,7","0,36",370,62,83,"8,6",26,230,1,"1,9",3,n.i.
555,"Emmentaler, gras",Lait et produits laitiers/Fromage a pâte dure,par 100 g de portion comestible,408,"32,6","20,3","7,9","1,5",84,0,0,0,0,"28,4","0,4",0,35,306,293,280,155,155,"0,01","0,3","0,12","1,67","0,18","9,4","0,3",tr.,"0,5","0,35",84,170,270,1030,31,620,"0,4",20,"4,6",n.i.
1006,"Endive, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,13,"0,2",0,0,"0,1",0,"0,7","0,6","0,1","2,4",1,0,0,"95,7",1,0,0,5,5,"0,04","0,05","0,03",0,"0,25","32,2","0,12","1,1",0,"0,1",180,"3,5",24,20,"9,3",24,"0,2",1,"0,2",n.i.
447,"Endive, crue",Legumes/Legumes frais,par 100 g de portion comestible,14,"0,2","0,1",tr.,"0,1",0,"0,7","0,6","0,1","2,5",1,0,0,"94,7",1,0,0,6,6,"0,05","0,05","0,03",0,"0,3",52,"0,14",2,0,"0,1",210,4,25,20,10,25,"0,2",1,"0,2",n.i.
13465,"Energy drink, avec sucre",Boissons sans alcool/Boissons sucrees,par 100 ml,44,0,0,0,0,0,"10,9","10,8",0,n.i.,0,"0,2",0,"88,1",0,0,0,0,0,0,"0,43","1,42","1,63","7,54",0,"1,55",0,0,0,3,63,94,4,1,3,0,0,0,"0,1"
1025,"epinard, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,28,"0,5","0,1",0,"0,3",0,1,"0,9","0,1","3,2","3,4","0,2",0,"91,9",613,307,0,3679,3558,"0,08","0,26","0,23",0,"0,74","81,9","0,25","28,9",0,"2,42",590,73,68,130,69,65,"2,8",15,"0,7",n.i.
365,"epinard, cru",Legumes/Legumes frais,par 100 g de portion comestible,23,"0,4","0,1",0,"0,2",0,"0,8","0,7","0,1","2,6","2,7","0,2",0,"91,7",518,259,0,3107,3005,"0,08","0,22","0,21",0,"0,7","103,8","0,22",40,0,"1,84",530,65,54,100,58,52,"2,7",12,"0,6",n.i.
1101,"Escalope (moyenne de veau, boeuf, porc, poulet), crue",Viande et abats/Veau;Viande et abats/Bœuf;Viande et abats/Porc;Viande et abats/Volaille,par 100 g de portion comestible,113,"2,7","0,9","1,2","0,4",57,"0,1",0,0,0,"22,2","0,1",0,"75,1",4,4,4,3,3,"0,45","0,17","0,45","0,99","6,97","7,1","0,8",0,"0,3","0,42",340,58,80,"7,5",22,190,"1,1","1,3","2,3",n.i.
13319,"Escalope (moyenne de volaille, veau, boeuf, porc), grillee (sans adjonction de graisse ni de sel)",Viande et abats,par 100 g de portion comestible,145,"3,1","1,1","1,4","0,4",78,"0,1",0,0,0,"29,2","0,2",0,"67,7",5,5,4,3,3,"0,43","0,21","0,41","1,05","7,82","7,4","0,91",0,"0,4","0,49",360,68,110,10,27,230,"1,5","1,8",3,n.i.
14052,"Escalope (moyenne de volaille, veau, boeuf, porc), panee, sautee",Viande et abats/Veau;Viande et abats/Bœuf;Viande et abats/Porc;Viande et abats/Volaille,par 100 g de portion comestible,233,"10,8","1,7","6,8","1,5",95,"10,1","0,5","9,5","0,6","23,5","0,8",0,"55,2",20,20,20,2,2,"0,45","0,2","0,43","1,06","6,5","18,7","1,08",0,"0,5","2,75",350,340,500,18,24,210,"1,4","6,4","2,4",14
1681,"Escalope de veau, grillee a l'huile de colza HOLL",Viande et abats/Veau,par 100 g de portion comestible,185,"8,6","0,9","5,9","1,1",83,0,0,0,0,"26,8",1,0,"64,6",4,4,3,3,3,"0,05","0,3","0,27","0,98","9,73","15,1","1,11",0,0,"0,63",280,390,560,"5,8",29,240,"2,8","0,3",3,n.i.
915,"Escargot aux noisettes, pâte levee",Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,445,"18,7","5,7","9,6","1,9",61,"54,9","12,9","40,6","3,8","12,2","1,2",0,"11,4",83,81,78,31,31,"0,33","0,19","0,21","0,17","1,71","58,3","0,75","0,5","0,3","3,25",300,470,740,69,42,170,"1,6","6,5","1,2",n.i.
876,Etoiles a la cannelle,Sucreries/Biscuits,par 100 g de portion comestible,505,26,2,"15,6","5,7",0,"50,9","50,3","0,3","5,6","14,1","0,1",0,"5,6",0,0,0,2,2,"0,08","0,52","0,06","0,01","0,97","28,7","0,26","0,5",0,"13,47",400,47,78,150,120,250,"2,2","1,1","1,7","2,2"
1190,"Expresso creme, non sucre",Boissons sans alcool/Cafe,par 100 g de portion comestible,28,"2,5","1,5","0,6","0,1",8,"0,8","0,7",0,"0,1","0,5",0,0,"96,1",25,24,23,13,13,0,"0,02",0,"0,08","0,13","0,5","0,07","0,2","0,1","0,06",45,14,13,23,"4,1",17,0,"1,9",0,n.i.
14066,"Falafel, frit (a l'huile de colza HOLL)",Plats/Plats orientaux,par 100 g de portion comestible,222,"7,8","0,7",5,"1,8",0,"26,3","2,3","23,9","6,4","8,4","0,7",0,"51,2",21,10,0,124,124,"0,12","0,04","0,1",0,"0,44","35,1","0,21","4,8",0,"2,5",280,300,480,44,41,130,"1,6","0,9","0,8",n.i.
1135,Farine (moyenne),"Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,343,"1,4","0,3","0,2","0,8",0,"67,8","0,4","66,8","4,7","12,4",0,0,"14,8",0,0,0,0,0,"0,25","0,05","0,19",0,"1,26","19,8","0,56",0,0,"0,42",200,"3,6",44,14,45,150,"1,9","1,1","1,4","3,9"
1399,Farine a spätzli,"Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,351,"1,3","0,2","0,1","0,5",0,"71,3","0,9","70,3","3,3","11,9",0,0,"13,2",1,1,0,7,7,"0,09","0,05","0,07",0,"1,87","47,6","0,35",0,0,"0,12",160,"1,3",80,15,24,94,"0,8","4,2","1,8",n.i.
1136,Farine claire (moyenne),"Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,344,"1,3","0,3","0,2","0,7",0,"68,9","0,4","67,9","3,8","12,2",0,0,"14,9",0,0,0,0,0,"0,21","0,04","0,16",0,"0,79",16,"0,48",0,0,"0,29",180,"2,1",45,11,33,120,"1,5","0,9","1,1","3,5"
1041,"Farine d'epeautre bise, type 1100","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,348,"2,2","0,3","0,5","1,2",n.i.,65,"1,4",n.i.,"5,7","14,3","0,1",0,"12,7",n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,210,27,n.i.,28,64,240,"2,4",n.i.,"2,8",n.i.
1043,"Farine d'epeautre blanche, type 550","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,348,"1,5","0,3","0,3","0,7",0,69,"0,9","68,1","2,8","13,3",0,0,"13,1",n.i.,n.i.,0,0,0,"0,27","0,04","0,07",0,"0,8",16,"0,37",0,0,"0,29",100,"6,8",45,22,23,110,1,"0,9","0,9","2,3"
1042,"Farine d'epeautre, complete, type 1900","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,346,"2,7","0,4","0,7","1,5",n.i.,60,"1,2",n.i.,"9,4","15,6",0,0,"12,4",n.i.,n.i.,n.i.,n.i.,n.i.,"0,46","0,09","0,2",n.i.,n.i.,n.i.,"0,68",n.i.,n.i.,"1,4",390,13,n.i.,35,140,450,"3,6",n.i.,"4,5","6,8"
203,"Farine de ble (farine bise), type 1100","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,339,"1,7","0,3","0,2","0,9",0,"64,6","0,6","63,5","5,7","13,5",0,0,"11,3",0,0,0,0,0,"0,41","0,07","0,11",0,"1,42",22,"0,56",0,0,"0,39",200,"2,6",40,24,54,210,"2,2","1,4","1,9",6
204,"Farine de ble (farine blanche), type 550","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,344,"1,3","0,3","0,2","0,7",0,"69,5","0,3","68,5","3,2",12,0,0,"15,1",0,0,0,0,0,"0,21","0,04","0,16",0,"0,8",16,"0,48",0,0,"0,29",180,"2,1",45,11,34,120,"1,5","0,9","1,1","2,3"
205,"Farine de ble (farine fleur), type 400","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,346,"1,1","0,3","0,1","0,6",0,71,"0,3",70,"3,2","11,5",0,0,"12,5",0,0,0,0,0,"0,16","0,01","0,05",0,"0,7",10,"0,33",0,0,"0,18",170,"1,5",50,5,14,62,"0,6","0,7","0,5","2,3"
207,"Farine de ble (farine mi-blanche), type 720","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,340,"1,5","0,2","0,2","0,7",0,"66,2","0,5","65,2",5,13,0,0,"15,4",0,0,0,0,0,"0,26","0,06","0,28",0,"0,89",22,"0,63",0,0,"0,4",190,"2,7",40,17,53,180,"2,4","1,1","1,7",6
206,"Farine de ble, complete, type 1700","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,338,2,"0,3","0,2","1,5",0,61,1,60,11,"13,5",0,0,"13,4",1,0,0,5,5,"0,47","0,17","0,46",0,5,50,"1,2",0,0,"1,6",390,17,37,26,130,350,5,"2,4","3,4",5
420,Farine de sarrasin,"Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,348,"2,2","0,3","0,5","0,6",0,"68,4",0,"68,4","4,2","11,5",0,0,"12,1",0,0,0,0,0,"0,55","0,15","0,34",0,"4,75","66,8","1,53",0,0,"0,32",390,17,10,24,160,260,"2,5","2,5","2,3","2,8"
749,"Farine de seigle, complete, type 1800","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,337,"1,5","0,2","0,2","0,7",0,"63,1","5,8","56,9","14,1","10,8",0,0,"14,3",0,0,0,0,0,"0,37","0,22","0,35",0,"1,9",70,"1,1",0,0,"0,86",390,2,69,26,82,340,"3,2","4,5","3,6","3,2"
752,"Farine de seigle, type 1050","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,336,"1,3","0,2","0,1","0,6",0,"67,8","6,2","61,6","8,6",9,0,0,"13,3",1,1,0,7,7,"0,25","0,1","0,2",0,"1,15",37,"0,57",0,0,"0,6",300,1,35,28,50,200,"2,1","2,9","2,1",2
748,"Farine de seigle, type 815","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,334,1,"0,1","0,1","0,5",0,71,"6,5","64,1","6,5","6,9",0,0,"13,8",1,1,0,7,7,"0,18","0,09","0,11",0,"0,6",15,"0,6",0,0,"0,34",170,1,32,22,26,130,"2,1","2,1","1,5",2
996,"Farine de soja, degraissee","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,296,"1,2","0,2","0,2","0,7",0,"7,5","7,4",0,"24,5","51,5","0,1",0,"14,2",4,2,0,24,24,"0,69","0,25","0,57",0,"2,6",303,"1,98",0,0,"0,04",2400,20,130,240,300,670,"9,2","0,8","2,5","1,7"
995,"Farine de soja, entiere","Produits cerealiers, legumineuses et pommes de terre/Farines et amidon",par 100 g de portion comestible,398,"20,6","2,7","3,5","12,1",0,"3,1","3,1",0,"18,5","40,8",0,0,"12,5",11,6,0,66,66,"0,77","0,28","0,51",0,"2,2",190,"1,8",0,0,"1,5",1870,4,110,200,250,550,12,"0,5","4,9",7
426,Fecule de maïs,"Produits cerealiers, legumineuses et pommes de terre/Farines et amidon;Divers/Gelifiants et liants",par 100 g de portion comestible,354,tr.,tr.,tr.,tr.,0,88,tr.,88,"0,6","0,3",0,0,11,32,16,0,190,104,0,0,tr.,0,tr.,1,tr.,0,0,0,5,6,6,1,2,22,"0,5","2,5","0,6",n.i.
497,Fecule de pommes de terre,"Produits cerealiers, legumineuses et pommes de terre/Farines et amidon;Divers/Gelifiants et liants",par 100 g de portion comestible,336,"0,1",0,0,"0,1",0,"83,1",0,"83,1","0,1","0,6",0,0,"15,7",0,0,0,0,0,"0,01","0,01","0,01",0,"0,14",0,"0,01",0,0,tr.,15,8,5,35,6,7,"1,8",1,"0,2",n.i.
1008,"Fenouil, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,22,"0,3",0,0,0,0,"2,2","0,1","2,1","3,1",1,0,0,"93,4",21,11,0,126,126,"0,03","0,02","0,03",0,"0,56",33,"0,12","4,4",0,"0,08",400,13,26,35,11,36,"0,4","4,8","0,3",n.i.
352,"Fenouil, cru",Legumes/Legumes frais,par 100 g de portion comestible,23,"0,3",tr.,tr.,tr.,0,"2,3","0,1","2,2","3,3","1,1",0,0,"92,2",23,12,0,140,140,"0,04","0,02","0,04",0,"0,7",55,"0,15","5,9",0,<0.08,470,15,27,37,12,38,"0,5",5,"0,3",n.i.
549,Feta (lait de brebis et chevre),Lait et produits laitiers/Fromage frais et sere;Lait et produits laitiers/Fromage a pâte molle,par 100 g de portion comestible,242,"18,8","12,1","4,8","0,9",45,"1,5",0,0,0,"16,7","3,3",0,"58,6",226,223,220,33,33,"0,04","0,55","0,1","0,6","0,2",30,"0,24",tr.,"0,1","0,49",150,1300,1900,450,20,360,"0,2",tr.,2,n.i.
539,Feta (lait de vache),Lait et produits laitiers/Fromage frais et sere;Lait et produits laitiers/Fromage a pâte molle,par 100 g de portion comestible,256,"20,7","12,4","4,9","0,9",62,"1,4","1,4",0,0,16,"3,7",0,"55,3",203,196,189,84,84,"0,04","0,33","0,19","0,88","0,2",49,"0,46",tr.,"0,3","0,5",150,1500,tr.,480,20,340,"0,2",tr.,tr.,n.i.
1061,"Feve de soja, cuite (sans adjonction de graisse ni de sel)","Produits cerealiers, legumineuses et pommes de terre/Legumineuses",par 100 g de portion comestible,157,"7,3",1,"1,5","4,3",0,"3,3","2,6","0,2","8,8",15,0,0,"66,9",25,13,0,152,152,"0,27","0,14","0,28",0,"0,7",50,"0,37","8,2",0,"0,54",540,2,"3,4",72,75,200,"2,2","2,5","1,5",n.i.
442,"Feve de soja, seche","Produits cerealiers, legumineuses et pommes de terre/Legumineuses",par 100 g de portion comestible,399,"18,3","2,4","3,7","10,7",0,"8,7","6,8","0,6",22,"38,2",0,0,"8,4",63,32,0,380,380,"1,03","0,46",1,0,"2,7",250,"1,7",34,0,"1,5",1800,"4,7",7,200,220,550,"6,6","6,3","4,2",n.i.
386,"Figue, crue",Fruits/Fruits frais,par 100 g de portion comestible,74,"0,3",0,"0,1","0,2",0,"15,5","15,5",0,3,"0,9",0,0,"79,5",18,9,0,107,92,"0,05","0,04","0,08",0,"0,39",7,"0,25","4,3",0,"0,5",230,3,18,60,18,23,"0,8","1,5","0,2",n.i.
